product_id,title,description,brand,category,product_type,price
B0010094,Jabra Premium Blue Organizer,High quality organizer from Jabra. Perfect for daily use with tools & home improvement devices.,Jabra,Tools & Home Improvement,organizer,404.71
B0010095,Jabra Red Case,High quality case from Jabra. Perfect for daily use with cell phones devices.,Jabra,Cell Phones,case,275.66
B0010096,Jabra Black Storage,High quality storage from Jabra. Perfect for daily use with tools & home improvement devices.,Jabra,Tools & Home Improvement,storage,161.07
B0010097,Amazonbasics Compact Silver Mount,High quality mount from AmazonBasics. Perfect for daily use with automotive devices.,AmazonBasics,Automotive,mount,396.63
B0010098,Samsung Premium Red Case,High quality case from Samsung. Perfect for daily use with accessories devices.,Samsung,Accessories,case,45.21
B0010099,Bose Professional Cable,High quality cable from Bose. Perfect for daily use with electronics devices.,Bose,Electronics,cable,462.97
B0010100,Ravpower Stand,High quality stand from RAVPower. Perfect for daily use with computers devices.,RAVPower,Computers,stand,126.05
B0010101,Amazonbasics Wireless Mount,High quality mount from AmazonBasics. Perfect for daily use with automotive devices.,AmazonBasics,Automotive,mount,410.87
B0010102,Bose Fitness Tracker,High quality fitness tracker from Bose. Perfect for daily use with sports & outdoors devices.,Bose,Sports & Outdoors,fitness tracker,166.02
B0010103,Hp Compact Blue Stand,High quality stand from HP. Perfect for daily use with office products devices.,HP,Office Products,stand,336.92
B0010104,Ravpower Wireless Organizer,High quality organizer from RAVPower. Perfect for daily use with home & kitchen devices.,RAVPower,Home & Kitchen,organizer,462.15
B0010105,Amazonbasics Professional Tracker,High quality tracker from AmazonBasics. Perfect for daily use with health & personal care devices.,AmazonBasics,Health & Personal Care,tracker,408.14
B0010106,Aukey Compact Black Organizer,High quality organizer from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,organizer,225.22
B0010107,Logitech Battery,High quality battery from Logitech. Perfect for daily use with electronics devices.,Logitech,Electronics,battery,188.11
B0010108,Aukey Equipment,High quality equipment from AUKEY. Perfect for daily use with sports & outdoors devices.,AUKEY,Sports & Outdoors,equipment,497.11
B0010109,Dell Heavy Duty Speakers,High quality speakers from Dell. Perfect for daily use with electronics devices.,Dell,Electronics,speakers,239.56
B0010110,Bose Portable Blue Chair,High quality chair from Bose. Perfect for daily use with office products devices.,Bose,Office Products,chair,445.17
B0010111,Anker Universal Chair,High quality chair from Anker. Perfect for daily use with office products devices.,Anker,Office Products,chair,394.55
B0010112,Aukey Universal Cable,High quality cable from AUKEY. Perfect for daily use with cell phones devices.,AUKEY,Cell Phones,cable,421.18
B0010113,Aukey Wireless Cable,High quality cable from AUKEY. Perfect for daily use with accessories devices.,AUKEY,Accessories,cable,66.78
B0010114,Sony Professional Scale,High quality scale from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,scale,386.47
B0010115,Amazonbasics Compact Screen Protector,High quality screen protector from AmazonBasics. Perfect for daily use with cell phones devices.,AmazonBasics,Cell Phones,screen protector,38.78
B0010116,Sony Heavy Duty Storage,High quality storage from Sony. Perfect for daily use with home & kitchen devices.,Sony,Home & Kitchen,storage,152.39
B0010117,Jabra Battery,High quality battery from Jabra. Perfect for daily use with electronics devices.,Jabra,Electronics,battery,207.58
B0010118,Aukey Compact Equipment,High quality equipment from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,equipment,308.14
B0010119,Sony Cable,High quality cable from Sony. Perfect for daily use with accessories devices.,Sony,Accessories,cable,408.23
B0010120,Hp Premium Black Organizer,High quality organizer from HP. Perfect for daily use with accessories devices.,HP,Accessories,organizer,244.4
B0010121,Hp Water Bottle,High quality water bottle from HP. Perfect for daily use with sports & outdoors devices.,HP,Sports & Outdoors,water bottle,179.69
B0010122,Logitech Professional Black Coffee Maker,High quality coffee maker from Logitech. Perfect for daily use with home & kitchen devices.,Logitech,Home & Kitchen,coffee maker,429.68
B0010123,Jabra White Organizer,High quality organizer from Jabra. Perfect for daily use with home & kitchen devices.,Jabra,Home & Kitchen,organizer,54.95
B0010124,Jbl Monitor,High quality monitor from JBL. Perfect for daily use with health & personal care devices.,JBL,Health & Personal Care,monitor,36.04
B0010125,Hp Premium Holder,High quality holder from HP. Perfect for daily use with accessories devices.,HP,Accessories,holder,442.52
B0010126,Jbl Heavy Duty Water Bottle,High quality water bottle from JBL. Perfect for daily use with home & kitchen devices.,JBL,Home & Kitchen,water bottle,218.59
B0010127,Apple Monitor,High quality monitor from Apple. Perfect for daily use with health & personal care devices.,Apple,Health & Personal Care,monitor,22.81
B0010128,Jbl Wireless Storage,High quality storage from JBL. Perfect for daily use with tools & home improvement devices.,JBL,Tools & Home Improvement,storage,364.96
B0010129,Samsung Compact Chair,High quality chair from Samsung. Perfect for daily use with office products devices.,Samsung,Office Products,chair,225.08
B0010130,Dell Screen Protector,High quality screen protector from Dell. Perfect for daily use with cell phones devices.,Dell,Cell Phones,screen protector,125.14
B0010131,Bose Silver Storage,High quality storage from Bose. Perfect for daily use with tools & home improvement devices.,Bose,Tools & Home Improvement,storage,418.95
B0010132,Jbl Red Monitor,High quality monitor from JBL. Perfect for daily use with health & personal care devices.,JBL,Health & Personal Care,monitor,164.4
B0010133,Bose Blue Storage,High quality storage from Bose. Perfect for daily use with tools & home improvement devices.,Bose,Tools & Home Improvement,storage,360.12
B0010134,Aukey Blue Charger,High quality charger from AUKEY. Perfect for daily use with electronics devices.,AUKEY,Electronics,charger,291.91
B0010135,Bose Professional Storage,High quality storage from Bose. Perfect for daily use with home & kitchen devices.,Bose,Home & Kitchen,storage,395.98
B0010136,Sony Wireless Organizer,High quality organizer from Sony. Perfect for daily use with office products devices.,Sony,Office Products,organizer,477.96
B0010137,Sony Wireless Water Bottle,High quality water bottle from Sony. Perfect for daily use with sports & outdoors devices.,Sony,Sports & Outdoors,water bottle,240.46
B0010138,Anker Heavy Duty Desk,High quality desk from Anker. Perfect for daily use with office products devices.,Anker,Office Products,desk,402.07
B0010139,Apple Blue Case,High quality case from Apple. Perfect for daily use with cell phones devices.,Apple,Cell Phones,case,471.02
B0010140,Samsung Heavy Duty Black Mount,High quality mount from Samsung. Perfect for daily use with automotive devices.,Samsung,Automotive,mount,353.47
B0010141,Hp Wireless Black Monitor,High quality monitor from HP. Perfect for daily use with health & personal care devices.,HP,Health & Personal Care,monitor,158.81
B0010142,Anker Adapter,High quality adapter from Anker. Perfect for daily use with accessories devices.,Anker,Accessories,adapter,201.57
B0010143,Jabra Heavy Duty Keyboard,High quality keyboard from Jabra. Perfect for daily use with computers devices.,Jabra,Computers,keyboard,305.18
B0010144,Apple Wireless Case,High quality case from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,case,254.82
B0010145,Sony Professional Black Monitor,High quality monitor from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,monitor,421.27
B0010146,Anker Battery,High quality battery from Anker. Perfect for daily use with electronics devices.,Anker,Electronics,battery,290.62
B0010147,Samsung Compact White Storage,High quality storage from Samsung. Perfect for daily use with tools & home improvement devices.,Samsung,Tools & Home Improvement,storage,291.22
B0010148,Anker Professional Storage,High quality storage from Anker. Perfect for daily use with tools & home improvement devices.,Anker,Tools & Home Improvement,storage,389.05
B0010149,Logitech Coffee Maker,High quality coffee maker from Logitech. Perfect for daily use with home & kitchen devices.,Logitech,Home & Kitchen,coffee maker,285.1
B0010150,Logitech Organizer,High quality organizer from Logitech. Perfect for daily use with tools & home improvement devices.,Logitech,Tools & Home Improvement,organizer,157.4
B0010151,Anker Premium White Organizer,High quality organizer from Anker. Perfect for daily use with accessories devices.,Anker,Accessories,organizer,381.36
B0010152,Samsung Scale,High quality scale from Samsung. Perfect for daily use with health & personal care devices.,Samsung,Health & Personal Care,scale,73.91
B0010153,Logitech Black Hub,High quality hub from Logitech. Perfect for daily use with computers devices.,Logitech,Computers,hub,399.19
B0010154,Hp Portable Silver Stand,High quality stand from HP. Perfect for daily use with office products devices.,HP,Office Products,stand,29.07
B0010155,Jabra Adapter,High quality adapter from Jabra. Perfect for daily use with accessories devices.,Jabra,Accessories,adapter,298.8
B0010156,Jbl Silver Lamp,High quality lamp from JBL. Perfect for daily use with office products devices.,JBL,Office Products,lamp,190.07
B0010157,Jabra Compact Coffee Maker,High quality coffee maker from Jabra. Perfect for daily use with home & kitchen devices.,Jabra,Home & Kitchen,coffee maker,191.27
B0010158,Amazonbasics Blue Speakers,High quality speakers from AmazonBasics. Perfect for daily use with electronics devices.,AmazonBasics,Electronics,speakers,374.69
B0010159,Amazonbasics Premium Holder,High quality holder from AmazonBasics. Perfect for daily use with accessories devices.,AmazonBasics,Accessories,holder,104.73
B0010160,Apple Premium Mount,High quality mount from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,mount,186.9
B0010161,Logitech Universal Charger,High quality charger from Logitech. Perfect for daily use with cell phones devices.,Logitech,Cell Phones,charger,135.26
B0010162,Sony Universal Holder,High quality holder from Sony. Perfect for daily use with cell phones devices.,Sony,Cell Phones,holder,137.04
B0010163,Jbl Blue Holder,High quality holder from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,holder,268.68
B0010164,Samsung Portable Tracker,High quality tracker from Samsung. Perfect for daily use with health & personal care devices.,Samsung,Health & Personal Care,tracker,114.64
B0010165,Anker Fitness Tracker,High quality fitness tracker from Anker. Perfect for daily use with sports & outdoors devices.,Anker,Sports & Outdoors,fitness tracker,121.37
B0010166,Samsung White Stand,High quality stand from Samsung. Perfect for daily use with computers devices.,Samsung,Computers,stand,471.55
B0010167,Amazonbasics White Scale,High quality scale from AmazonBasics. Perfect for daily use with health & personal care devices.,AmazonBasics,Health & Personal Care,scale,373.81
B0010168,Hp Stand,High quality stand from HP. Perfect for daily use with computers devices.,HP,Computers,stand,96.2
